customer_id,frequency_count,monetary_total,avg_order_value,weekend_ratio,lunch_ratio,snacks_ratio,dinner_ratio,last_date,recency_days,avg_customer_age,dominant_gender,cluster_kmeans,cluster_dbscan,cluster_gmm,cluster_hierarchical,selected_model,cluster_label,frequency_count_feat,monetary_total_feat,avg_order_value_feat,weekend_ratio_feat,lunch_ratio_feat,snacks_ratio_feat,dinner_ratio_feat,last_date_feat,recency_days_feat,avg_customer_age_feat,dominant_gender_feat,anomaly_flag,anomaly_score
CUST1111,1,142,142.0,0.0,1.0,0.0,0.0,2024-03-14 17:19:00,107,45.0,M,2,0,2,0,KMeans,2,1,142,142.0,0.0,1.0,0.0,0.0,2024-03-14 17:19:00,107,45.0,M,0,0.11541287535169581
CUST1112,1,159,159.0,1.0,1.0,0.0,0.0,2024-05-26 11:51:00,34,21.0,F,3,-1,2,4,KMeans,3,1,159,159.0,1.0,1.0,0.0,0.0,2024-05-26 11:51:00,34,21.0,F,0,0.08246887878228226
CUST1113,1,20,20.0,0.0,0.0,1.0,0.0,2024-02-16 10:36:00,134,29.0,M,0,2,0,3,KMeans,0,1,20,20.0,0.0,0.0,1.0,0.0,2024-02-16 10:36:00,134,29.0,M,0,0.05686993685150776
CUST1114,1,238,238.0,1.0,1.0,0.0,0.0,2024-04-06 14:29:00,84,20.0,M,3,-1,2,4,KMeans,3,1,238,238.0,1.0,1.0,0.0,0.0,2024-04-06 14:29:00,84,20.0,M,0,0.05712490270458037
CUST1115,1,92,92.0,1.0,0.0,0.0,0.0,2024-02-10 20:39:00,139,19.0,M,2,-1,3,0,KMeans,2,1,92,92.0,1.0,0.0,0.0,0.0,2024-02-10 20:39:00,139,19.0,M,0,0.043110755330739825
CUST1116,1,130,130.0,0.0,0.0,1.0,0.0,2024-04-16 12:13:00,74,33.0,F,0,2,0,3,KMeans,0,1,130,130.0,0.0,0.0,1.0,0.0,2024-04-16 12:13:00,74,33.0,F,0,0.13213976541593236
CUST1117,1,55,55.0,0.0,0.0,0.0,0.0,2024-05-14 18:19:00,45,39.0,F,2,-1,3,0,KMeans,2,1,55,55.0,0.0,0.0,0.0,0.0,2024-05-14 18:19:00,45,39.0,F,0,0.10955976809851609
CUST1118,1,130,130.0,0.0,0.0,0.0,0.0,2024-03-15 13:07:00,106,42.0,F,2,3,3,0,KMeans,2,1,130,130.0,0.0,0.0,0.0,0.0,2024-03-15 13:07:00,106,42.0,F,0,0.12067404848749541
CUST1119,1,105,105.0,0.0,1.0,0.0,0.0,2024-01-11 14:01:00,170,20.0,F,2,0,2,0,KMeans,2,1,105,105.0,0.0,1.0,0.0,0.0,2024-01-11 14:01:00,170,20.0,F,0,0.11308041785073925
CUST1120,1,140,140.0,0.0,0.0,0.0,0.0,2024-03-15 09:25:00,106,40.0,F,2,3,3,0,KMeans,2,1,140,140.0,0.0,0.0,0.0,0.0,2024-03-15 09:25:00,106,40.0,F,0,0.12341291188240311
CUST1121,1,34,34.0,1.0,1.0,0.0,0.0,2024-03-03 14:37:00,118,31.0,M,2,5,2,4,KMeans,2,1,34,34.0,1.0,1.0,0.0,0.0,2024-03-03 14:37:00,118,31.0,M,0,0.06512177775860162
CUST1122,1,315,315.0,0.0,0.0,1.0,0.0,2024-02-13 09:32:00,137,25.0,F,4,-1,0,2,KMeans,4,1,315,315.0,0.0,0.0,1.0,0.0,2024-02-13 09:32:00,137,25.0,F,0,0.02027767407114789
CUST1123,1,52,52.0,0.0,1.0,0.0,0.0,2024-02-07 12:12:00,143,25.0,M,2,0,2,0,KMeans,2,1,52,52.0,0.0,1.0,0.0,0.0,2024-02-07 12:12:00,143,25.0,M,0,0.1326665248004144
CUST1124,1,173,173.0,1.0,0.0,1.0,0.0,2024-06-23 17:41:00,6,32.0,F,4,-1,4,3,KMeans,4,1,173,173.0,1.0,0.0,1.0,0.0,2024-06-23 17:41:00,6,32.0,F,0,0.043655783772572065
CUST1125,1,74,74.0,1.0,1.0,0.0,0.0,2024-03-31 16:04:00,90,36.0,M,2,5,2,4,KMeans,2,1,74,74.0,1.0,1.0,0.0,0.0,2024-03-31 16:04:00,90,36.0,M,0,0.10321181194436396
CUST1126,1,146,146.0,1.0,0.0,0.0,1.0,2024-04-28 17:35:00,62,37.0,F,1,6,1,1,KMeans,1,1,146,146.0,1.0,0.0,0.0,1.0,2024-04-28 17:35:00,62,37.0,F,0,0.054756407432852594
CUST1127,1,26,26.0,0.0,1.0,0.0,0.0,2024-03-28 19:05:00,92,32.0,M,2,0,2,0,KMeans,2,1,26,26.0,0.0,1.0,0.0,0.0,2024-03-28 19:05:00,92,32.0,M,0,0.10877176345314277
CUST1128,1,131,131.0,0.0,1.0,0.0,0.0,2024-04-03 13:58:00,87,32.0,M,2,0,2,0,KMeans,2,1,131,131.0,0.0,1.0,0.0,0.0,2024-04-03 13:58:00,87,32.0,M,0,0.16622179180023067
CUST1129,1,178,178.0,0.0,1.0,0.0,0.0,2024-05-22 18:24:00,37,28.0,M,2,0,2,0,KMeans,2,1,178,178.0,0.0,1.0,0.0,0.0,2024-05-22 18:24:00,37,28.0,M,0,0.141122008683636
CUST1130,1,65,65.0,0.0,0.0,1.0,0.0,2024-03-20 16:24:00,101,22.0,M,0,2,0,3,KMeans,0,1,65,65.0,0.0,0.0,1.0,0.0,2024-03-20 16:24:00,101,22.0,M,0,0.09478012737021624
CUST1131,1,242,242.0,0.0,1.0,0.0,0.0,2024-03-20 10:13:00,101,18.0,F,3,0,2,2,KMeans,3,1,242,242.0,0.0,1.0,0.0,0.0,2024-03-20 10:13:00,101,18.0,F,0,0.0865204212512285
CUST1132,1,145,145.0,0.0,0.0,0.0,1.0,2024-05-09 20:34:00,50,45.0,M,1,1,1,1,KMeans,1,1,145,145.0,0.0,0.0,0.0,1.0,2024-05-09 20:34:00,50,45.0,M,0,0.07164974698912652
CUST1133,1,40,40.0,0.0,0.0,1.0,0.0,2024-01-12 14:23:00,169,41.0,F,0,2,0,3,KMeans,0,1,40,40.0,0.0,0.0,1.0,0.0,2024-01-12 14:23:00,169,41.0,F,0,0.05085804482577194
CUST1134,1,136,136.0,0.0,1.0,0.0,0.0,2024-03-20 20:50:00,100,25.0,M,2,0,2,0,KMeans,2,1,136,136.0,0.0,1.0,0.0,0.0,2024-03-20 20:50:00,100,25.0,M,0,0.1602405151231292
CUST1135,1,79,79.0,1.0,1.0,0.0,0.0,2024-04-07 16:33:00,83,32.0,F,2,5,2,4,KMeans,2,1,79,79.0,1.0,1.0,0.0,0.0,2024-04-07 16:33:00,83,32.0,F,0,0.10854357204305132
CUST1136,1,124,124.0,1.0,0.0,0.0,1.0,2024-01-14 18:30:00,166,45.0,F,1,-1,1,1,KMeans,1,1,124,124.0,1.0,0.0,0.0,1.0,2024-01-14 18:30:00,166,45.0,F,0,0.005939021287753032
CUST1137,1,68,68.0,0.0,1.0,0.0,0.0,2024-01-24 11:52:00,157,44.0,F,2,0,2,0,KMeans,2,1,68,68.0,0.0,1.0,0.0,0.0,2024-01-24 11:52:00,157,44.0,F,0,0.11230636623392776
CUST1138,1,105,105.0,0.0,1.0,0.0,0.0,2024-04-05 11:01:00,85,30.0,M,2,0,2,0,KMeans,2,1,105,105.0,0.0,1.0,0.0,0.0,2024-04-05 11:01:00,85,30.0,M,0,0.1674821119804124
CUST1139,1,173,173.0,0.0,1.0,0.0,0.0,2024-04-30 19:53:00,59,19.0,F,2,0,2,2,KMeans,2,1,173,173.0,0.0,1.0,0.0,0.0,2024-04-30 19:53:00,59,19.0,F,0,0.12468130390481308
CUST1140,1,26,26.0,0.0,1.0,0.0,0.0,2024-01-29 20:18:00,151,35.0,F,2,0,2,0,KMeans,2,1,26,26.0,0.0,1.0,0.0,0.0,2024-01-29 20:18:00,151,35.0,F,0,0.09989298169611044
CUST1141,1,220,220.0,0.0,0.0,0.0,0.0,2024-05-07 17:34:00,53,20.0,M,3,-1,3,2,KMeans,3,1,220,220.0,0.0,0.0,0.0,0.0,2024-05-07 17:34:00,53,20.0,M,0,0.08790290277490287
CUST1142,1,100,100.0,0.0,0.0,0.0,1.0,2024-05-14 13:04:00,46,23.0,M,1,1,1,1,KMeans,1,1,100,100.0,0.0,0.0,0.0,1.0,2024-05-14 13:04:00,46,23.0,M,0,0.11343088546246427
CUST1143,1,158,158.0,0.0,1.0,0.0,0.0,2024-04-01 20:04:00,88,26.0,M,2,0,2,0,KMeans,2,1,158,158.0,0.0,1.0,0.0,0.0,2024-04-01 20:04:00,88,26.0,M,0,0.15437272198911728
CUST1144,1,52,52.0,0.0,1.0,0.0,0.0,2024-06-27 15:40:00,2,44.0,F,2,0,2,0,KMeans,2,1,52,52.0,0.0,1.0,0.0,0.0,2024-06-27 15:40:00,2,44.0,F,0,0.0734241461337003
CUST1145,1,210,210.0,0.0,1.0,0.0,0.0,2024-02-21 08:50:00,129,19.0,F,3,0,2,2,KMeans,3,1,210,210.0,0.0,1.0,0.0,0.0,2024-02-21 08:50:00,129,19.0,F,0,0.10569509402311372
CUST1146,1,285,285.0,0.0,0.0,1.0,0.0,2024-03-05 08:48:00,116,44.0,F,4,-1,0,2,KMeans,4,1,285,285.0,0.0,0.0,1.0,0.0,2024-03-05 08:48:00,116,44.0,F,0,0.012963904731208897
CUST1147,1,181,181.0,1.0,1.0,0.0,0.0,2024-04-21 14:47:00,69,43.0,F,3,-1,2,4,KMeans,3,1,181,181.0,1.0,1.0,0.0,0.0,2024-04-21 14:47:00,69,43.0,F,0,0.06983911918014596
CUST1148,1,40,40.0,0.0,0.0,1.0,0.0,2024-04-18 09:27:00,72,43.0,M,0,2,0,3,KMeans,0,1,40,40.0,0.0,0.0,1.0,0.0,2024-04-18 09:27:00,72,43.0,M,0,0.07446293603432985
CUST1149,1,200,200.0,0.0,1.0,0.0,0.0,2024-06-18 12:19:00,11,20.0,F,3,0,2,2,KMeans,3,1,200,200.0,0.0,1.0,0.0,0.0,2024-06-18 12:19:00,11,20.0,F,0,0.09492248396879177
CUST1150,1,15,15.0,0.0,0.0,0.0,1.0,2024-03-11 18:50:00,109,37.0,F,1,1,1,1,KMeans,1,1,15,15.0,0.0,0.0,0.0,1.0,2024-03-11 18:50:00,109,37.0,F,0,0.04181209669244179
CUST1151,1,52,52.0,0.0,1.0,0.0,0.0,2024-06-04 18:50:00,24,18.0,M,2,0,2,0,KMeans,2,1,52,52.0,0.0,1.0,0.0,0.0,2024-06-04 18:50:00,24,18.0,M,0,0.09312993663488955
CUST1152,1,193,193.0,1.0,1.0,0.0,0.0,2024-05-25 08:38:00,35,29.0,F,3,4,2,4,KMeans,3,1,193,193.0,1.0,1.0,0.0,0.0,2024-05-25 08:38:00,35,29.0,F,0,0.0897593250084312
CUST1153,1,16,16.0,0.0,1.0,0.0,0.0,2024-04-11 13:41:00,79,34.0,F,2,0,2,0,KMeans,2,1,16,16.0,0.0,1.0,0.0,0.0,2024-04-11 13:41:00,79,34.0,F,0,0.09614566252329348
CUST1154,1,290,290.0,0.0,0.0,1.0,0.0,2024-05-23 09:16:00,37,34.0,F,4,-1,0,2,KMeans,4,1,290,290.0,0.0,0.0,1.0,0.0,2024-05-23 09:16:00,37,34.0,F,0,0.03476495640560151
CUST1155,1,100,100.0,0.0,0.0,1.0,0.0,2024-04-25 10:57:00,65,45.0,M,0,2,0,3,KMeans,0,1,100,100.0,0.0,0.0,1.0,0.0,2024-04-25 10:57:00,65,45.0,M,0,0.08768034492114452
CUST1156,1,302,302.0,1.0,0.0,1.0,0.0,2024-03-17 10:45:00,104,35.0,F,4,-1,4,2,KMeans,4,1,302,302.0,1.0,0.0,1.0,0.0,2024-03-17 10:45:00,104,35.0,F,0,0.018337681355149127
CUST1157,1,173,173.0,0.0,1.0,0.0,0.0,2024-05-21 17:23:00,39,18.0,F,2,0,2,0,KMeans,2,1,173,173.0,0.0,1.0,0.0,0.0,2024-05-21 17:23:00,39,18.0,F,0,0.11256713970151633
CUST1158,1,180,180.0,0.0,0.0,0.0,1.0,2024-05-27 09:08:00,33,42.0,F,1,1,1,1,KMeans,1,1,180,180.0,0.0,0.0,0.0,1.0,2024-05-27 09:08:00,33,42.0,F,0,0.05831971839247485
CUST1159,1,49,49.0,1.0,0.0,0.0,1.0,2024-04-20 16:58:00,70,42.0,M,1,-1,1,1,KMeans,1,1,49,49.0,1.0,0.0,0.0,1.0,2024-04-20 16:58:00,70,42.0,M,0,0.033116596693676836
CUST1160,1,85,85.0,0.0,0.0,0.0,1.0,2024-02-27 13:33:00,123,23.0,F,1,1,1,1,KMeans,1,1,85,85.0,0.0,0.0,0.0,1.0,2024-02-27 13:33:00,123,23.0,F,0,0.1060126255774323
CUST1161,1,21,21.0,0.0,1.0,0.0,0.0,2024-06-06 16:05:00,23,22.0,F,2,0,2,0,KMeans,2,1,21,21.0,0.0,1.0,0.0,0.0,2024-06-06 16:05:00,23,22.0,F,0,0.07963955798849243
CUST1162,1,255,255.0,0.0,0.0,0.0,1.0,2024-01-08 09:02:00,173,44.0,M,1,-1,1,1,KMeans,1,1,255,255.0,0.0,0.0,0.0,1.0,2024-01-08 09:02:00,173,44.0,M,0,0.004640558820107499
CUST1163,1,150,150.0,0.0,0.0,0.0,1.0,2024-05-03 11:51:00,57,38.0,F,1,1,1,1,KMeans,1,1,150,150.0,0.0,0.0,0.0,1.0,2024-05-03 11:51:00,57,38.0,F,0,0.10771027901434826
CUST1164,1,356,356.0,1.0,0.0,1.0,0.0,2024-04-28 11:21:00,62,31.0,F,4,-1,4,2,KMeans,4,1,356,356.0,1.0,0.0,1.0,0.0,2024-04-28 11:21:00,62,31.0,F,1,-0.01684880918800702
CUST1165,1,116,116.0,0.0,1.0,0.0,0.0,2024-03-22 11:29:00,99,34.0,M,2,0,2,0,KMeans,2,1,116,116.0,0.0,1.0,0.0,0.0,2024-03-22 11:29:00,99,34.0,M,0,0.16778821011628026
CUST1166,1,242,242.0,0.0,1.0,0.0,0.0,2024-03-04 10:52:00,117,45.0,F,3,-1,2,0,KMeans,3,1,242,242.0,0.0,1.0,0.0,0.0,2024-03-04 10:52:00,117,45.0,F,0,0.06646076562999048
CUST1167,1,74,74.0,0.0,1.0,0.0,0.0,2024-01-24 14:32:00,157,33.0,M,2,0,2,0,KMeans,2,1,74,74.0,0.0,1.0,0.0,0.0,2024-01-24 14:32:00,157,33.0,M,0,0.15209208070613228
CUST1168,1,195,195.0,0.0,0.0,0.0,1.0,2024-05-06 17:56:00,54,19.0,F,1,-1,1,1,KMeans,1,1,195,195.0,0.0,0.0,0.0,1.0,2024-05-06 17:56:00,54,19.0,F,0,0.06409482899639207
CUST1169,1,310,310.0,0.0,0.0,0.0,0.0,2024-04-03 08:25:00,87,42.0,F,3,-1,3,2,KMeans,3,1,310,310.0,0.0,0.0,0.0,0.0,2024-04-03 08:25:00,87,42.0,F,0,0.01907761700363919
CUST1170,1,178,178.0,0.0,1.0,0.0,0.0,2024-02-02 09:25:00,148,44.0,M,2,0,2,0,KMeans,2,1,178,178.0,0.0,1.0,0.0,0.0,2024-02-02 09:25:00,148,44.0,M,0,0.10478244477327286
CUST1171,1,125,125.0,0.0,0.0,1.0,0.0,2024-01-12 08:08:00,169,34.0,M,0,2,0,3,KMeans,0,1,125,125.0,0.0,0.0,1.0,0.0,2024-01-12 08:08:00,169,34.0,M,0,0.10081295595810236
CUST1172,1,157,157.0,1.0,0.0,1.0,0.0,2024-02-11 14:39:00,139,28.0,F,4,-1,4,3,KMeans,4,1,157,157.0,1.0,0.0,1.0,0.0,2024-02-11 14:39:00,139,28.0,F,0,0.05913014428274277
CUST1173,1,125,125.0,0.0,0.0,0.0,0.0,2024-04-04 13:43:00,86,33.0,M,2,3,3,0,KMeans,2,1,125,125.0,0.0,0.0,0.0,0.0,2024-04-04 13:43:00,86,33.0,M,0,0.1453371365353357
CUST1174,1,152,152.0,0.0,1.0,0.0,0.0,2024-05-29 15:10:00,31,41.0,M,2,0,2,0,KMeans,2,1,152,152.0,0.0,1.0,0.0,0.0,2024-05-29 15:10:00,31,41.0,M,0,0.13561272334154312
CUST1175,1,145,145.0,0.0,0.0,1.0,0.0,2024-04-17 10:26:00,73,32.0,F,0,2,0,3,KMeans,0,1,145,145.0,0.0,0.0,1.0,0.0,2024-04-17 10:26:00,73,32.0,F,0,0.13066457348407784
CUST1176,1,147,147.0,1.0,1.0,0.0,0.0,2024-05-12 11:35:00,48,40.0,M,2,5,2,4,KMeans,2,1,147,147.0,1.0,1.0,0.0,0.0,2024-05-12 11:35:00,48,40.0,M,0,0.0865871101073129
CUST1177,1,319,319.0,1.0,0.0,1.0,0.0,2024-06-22 20:55:00,6,35.0,F,4,-1,4,2,KMeans,4,1,319,319.0,1.0,0.0,1.0,0.0,2024-06-22 20:55:00,6,35.0,F,1,-0.011853457915765642
CUST1178,1,340,340.0,1.0,0.0,1.0,0.0,2024-06-29 11:44:00,0,42.0,F,4,-1,4,2,KMeans,4,1,340,340.0,1.0,0.0,1.0,0.0,2024-06-29 11:44:00,0,42.0,F,1,-0.04372783803118907
CUST1179,1,170,170.0,1.0,1.0,0.0,0.0,2024-05-26 18:34:00,33,27.0,M,3,-1,2,4,KMeans,3,1,170,170.0,1.0,1.0,0.0,0.0,2024-05-26 18:34:00,33,27.0,M,0,0.09205125957349958
CUST1180,1,45,45.0,1.0,1.0,0.0,0.0,2024-06-16 12:47:00,13,29.0,F,2,5,2,4,KMeans,2,1,45,45.0,1.0,1.0,0.0,0.0,2024-06-16 12:47:00,13,29.0,F,0,0.062037550555963716
CUST1181,1,47,47.0,0.0,1.0,0.0,0.0,2024-06-06 19:37:00,22,22.0,M,2,0,2,0,KMeans,2,1,47,47.0,0.0,1.0,0.0,0.0,2024-06-06 19:37:00,22,22.0,M,0,0.1115116179211183
CUST1182,1,178,178.0,0.0,1.0,0.0,0.0,2024-04-15 13:45:00,75,19.0,M,3,0,2,2,KMeans,3,1,178,178.0,0.0,1.0,0.0,0.0,2024-04-15 13:45:00,75,19.0,M,0,0.12409716499918794
CUST1183,1,90,90.0,0.0,0.0,1.0,0.0,2024-03-14 13:18:00,107,38.0,M,0,2,0,3,KMeans,0,1,90,90.0,0.0,0.0,1.0,0.0,2024-03-14 13:18:00,107,38.0,M,0,0.11779050295550791
CUST1184,1,242,242.0,0.0,1.0,0.0,0.0,2024-02-15 08:53:00,135,23.0,F,3,0,2,2,KMeans,3,1,242,242.0,0.0,1.0,0.0,0.0,2024-02-15 08:53:00,135,23.0,F,0,0.10055531072564183
CUST1185,1,47,47.0,0.0,1.0,0.0,0.0,2024-04-26 18:34:00,63,28.0,F,2,0,2,0,KMeans,2,1,47,47.0,0.0,1.0,0.0,0.0,2024-04-26 18:34:00,63,28.0,F,0,0.12954532503870347
CUST1186,1,79,79.0,0.0,1.0,0.0,0.0,2024-03-25 10:46:00,96,43.0,M,2,0,2,0,KMeans,2,1,79,79.0,0.0,1.0,0.0,0.0,2024-03-25 10:46:00,96,43.0,M,0,0.13623128613168706
CUST1187,1,170,170.0,0.0,0.0,0.0,0.0,2024-04-19 16:20:00,71,23.0,F,2,3,3,2,KMeans,2,1,170,170.0,0.0,0.0,0.0,0.0,2024-04-19 16:20:00,71,23.0,F,0,0.11733767975904819
CUST1188,1,248,248.0,1.0,0.0,1.0,0.0,2024-03-09 13:19:00,112,25.0,F,4,-1,4,3,KMeans,4,1,248,248.0,1.0,0.0,1.0,0.0,2024-03-09 13:19:00,112,25.0,F,0,0.03530421083402835
CUST1189,1,220,220.0,0.0,0.0,0.0,1.0,2024-06-24 16:59:00,5,23.0,F,1,-1,1,1,KMeans,1,1,220,220.0,0.0,0.0,0.0,1.0,2024-06-24 16:59:00,5,23.0,F,0,0.03777935828111956
CUST1190,1,110,110.0,0.0,0.0,1.0,0.0,2024-06-04 13:26:00,25,22.0,F,0,2,0,3,KMeans,0,1,110,110.0,0.0,0.0,1.0,0.0,2024-06-04 13:26:00,25,22.0,F,0,0.0942758808984
CUST1191,1,125,125.0,0.0,0.0,0.0,0.0,2024-05-15 19:23:00,44,34.0,F,2,3,3,0,KMeans,2,1,125,125.0,0.0,0.0,0.0,0.0,2024-05-15 19:23:00,44,34.0,F,0,0.14047369604498422
CUST1192,1,65,65.0,0.0,0.0,0.0,1.0,2024-05-29 15:05:00,31,21.0,M,1,1,1,1,KMeans,1,1,65,65.0,0.0,0.0,0.0,1.0,2024-05-29 15:05:00,31,21.0,M,0,0.07843416448685081
CUST1193,1,100,100.0,0.0,0.0,1.0,0.0,2024-06-21 20:19:00,7,35.0,F,0,2,0,3,KMeans,0,1,100,100.0,0.0,0.0,1.0,0.0,2024-06-21 20:19:00,7,35.0,F,0,0.0850056405147187
CUST1194,1,55,55.0,0.0,0.0,0.0,1.0,2024-06-28 09:34:00,1,31.0,F,1,-1,1,1,KMeans,1,1,55,55.0,0.0,0.0,0.0,1.0,2024-06-28 09:34:00,1,31.0,F,0,0.057134996085331125
CUST1195,1,110,110.0,0.0,0.0,0.0,1.0,2024-06-13 19:41:00,15,23.0,M,1,1,1,1,KMeans,1,1,110,110.0,0.0,0.0,0.0,1.0,2024-06-13 19:41:00,15,23.0,M,0,0.09816131904939807
CUST1196,1,91,91.0,1.0,1.0,0.0,0.0,2024-06-16 13:07:00,13,20.0,M,2,-1,2,4,KMeans,2,1,91,91.0,1.0,1.0,0.0,0.0,2024-06-16 13:07:00,13,20.0,M,0,0.05637940441447287
CUST1197,1,136,136.0,0.0,1.0,0.0,0.0,2024-06-21 19:34:00,7,27.0,F,2,0,2,0,KMeans,2,1,136,136.0,0.0,1.0,0.0,0.0,2024-06-21 19:34:00,7,27.0,F,0,0.1356521315505685
CUST1198,1,94,94.0,0.0,1.0,0.0,0.0,2024-01-09 20:42:00,171,41.0,M,2,0,2,0,KMeans,2,1,94,94.0,0.0,1.0,0.0,0.0,2024-01-09 20:42:00,171,41.0,M,0,0.12917286868827438
CUST1199,1,90,90.0,0.0,0.0,1.0,0.0,2024-04-24 17:43:00,66,37.0,M,0,2,0,3,KMeans,0,1,90,90.0,0.0,0.0,1.0,0.0,2024-04-24 17:43:00,66,37.0,M,0,0.12242252241094292
CUST1200,1,22,22.0,1.0,0.0,0.0,1.0,2024-05-18 11:48:00,42,32.0,M,1,-1,1,1,KMeans,1,1,22,22.0,1.0,0.0,0.0,1.0,2024-05-18 11:48:00,42,32.0,M,0,0.008579178683312039
CUST1201,1,400,400.0,0.0,0.0,1.0,0.0,2024-05-27 17:49:00,33,25.0,F,4,-1,0,2,KMeans,4,1,400,400.0,0.0,0.0,1.0,0.0,2024-05-27 17:49:00,33,25.0,F,1,-0.023618093672853724
CUST1202,1,165,165.0,0.0,0.0,0.0,1.0,2024-03-11 08:35:00,110,31.0,F,1,1,1,1,KMeans,1,1,165,165.0,0.0,0.0,0.0,1.0,2024-03-11 08:35:00,110,31.0,F,0,0.10726121092320823
CUST1203,1,121,121.0,0.0,1.0,0.0,0.0,2024-06-27 14:26:00,2,43.0,F,2,0,2,0,KMeans,2,1,121,121.0,0.0,1.0,0.0,0.0,2024-06-27 14:26:00,2,43.0,F,0,0.09998259269689624
CUST1204,1,80,80.0,0.0,0.0,0.0,1.0,2024-01-15 16:26:00,166,43.0,F,1,1,1,1,KMeans,1,1,80,80.0,0.0,0.0,0.0,1.0,2024-01-15 16:26:00,166,43.0,F,0,0.07092992219990335
CUST1205,1,85,85.0,0.0,0.0,0.0,1.0,2024-01-24 16:46:00,157,45.0,F,1,1,1,1,KMeans,1,1,85,85.0,0.0,0.0,0.0,1.0,2024-01-24 16:46:00,157,45.0,F,0,0.06604910005302489
CUST1206,1,254,254.0,1.0,0.0,1.0,0.0,2024-02-18 20:48:00,131,45.0,M,4,-1,4,2,KMeans,4,1,254,254.0,1.0,0.0,1.0,0.0,2024-02-18 20:48:00,131,45.0,M,0,0.007319932564143539
CUST1207,1,74,74.0,0.0,1.0,0.0,0.0,2024-01-31 19:48:00,149,24.0,M,2,0,2,0,KMeans,2,1,74,74.0,0.0,1.0,0.0,0.0,2024-01-31 19:48:00,149,24.0,M,0,0.14401139033924804
CUST1208,1,294,294.0,0.0,1.0,0.0,0.0,2024-03-13 14:29:00,108,35.0,F,3,7,2,2,KMeans,3,1,294,294.0,0.0,1.0,0.0,0.0,2024-03-13 14:29:00,108,35.0,F,0,0.0743896807285096
CUST1209,1,94,94.0,0.0,1.0,0.0,0.0,2024-03-22 11:23:00,99,21.0,F,2,0,2,0,KMeans,2,1,94,94.0,0.0,1.0,0.0,0.0,2024-03-22 11:23:00,99,21.0,F,0,0.1447819367884396
CUST1210,1,227,227.0,1.0,1.0,0.0,0.0,2024-03-16 10:12:00,105,26.0,F,3,-1,2,4,KMeans,3,1,227,227.0,1.0,1.0,0.0,0.0,2024-03-16 10:12:00,105,26.0,F,0,0.08400199325084234
CUST1211,1,242,242.0,0.0,1.0,0.0,0.0,2024-06-13 19:31:00,15,26.0,F,3,0,2,2,KMeans,3,1,242,242.0,0.0,1.0,0.0,0.0,2024-06-13 19:31:00,15,26.0,F,0,0.09838873384037627
CUST1212,1,119,119.0,1.0,0.0,1.0,0.0,2024-01-20 18:03:00,160,34.0,M,0,-1,4,3,KMeans,0,1,119,119.0,1.0,0.0,1.0,0.0,2024-01-20 18:03:00,160,34.0,M,0,0.046284761346206404
CUST1213,1,110,110.0,0.0,0.0,1.0,0.0,2024-04-05 08:39:00,85,34.0,F,0,2,0,3,KMeans,0,1,110,110.0,0.0,0.0,1.0,0.0,2024-04-05 08:39:00,85,34.0,F,0,0.13012208374949857
CUST1214,1,150,150.0,0.0,0.0,1.0,0.0,2024-01-05 16:52:00,176,35.0,F,0,2,0,3,KMeans,0,1,150,150.0,0.0,0.0,1.0,0.0,2024-01-05 16:52:00,176,35.0,F,0,0.07839306081894115
CUST1215,1,108,108.0,1.0,1.0,0.0,0.0,2024-03-31 12:50:00,90,24.0,F,2,-1,2,4,KMeans,2,1,108,108.0,1.0,1.0,0.0,0.0,2024-03-31 12:50:00,90,24.0,F,0,0.09121886064197204
CUST1216,1,59,59.0,1.0,0.0,0.0,0.0,2024-06-16 18:48:00,12,27.0,M,2,-1,3,0,KMeans,2,1,59,59.0,1.0,0.0,0.0,0.0,2024-06-16 18:48:00,12,27.0,M,0,0.043048363998883454
CUST1217,1,110,110.0,0.0,1.0,0.0,0.0,2024-01-22 15:54:00,159,40.0,M,2,0,2,0,KMeans,2,1,110,110.0,0.0,1.0,0.0,0.0,2024-01-22 15:54:00,159,40.0,M,0,0.13863298202372687
CUST1218,1,210,210.0,1.0,1.0,0.0,0.0,2024-01-20 18:59:00,160,26.0,M,3,-1,2,4,KMeans,3,1,210,210.0,1.0,1.0,0.0,0.0,2024-01-20 18:59:00,160,26.0,M,0,0.07697413642039397
CUST1219,1,151,151.0,1.0,0.0,1.0,0.0,2024-02-11 17:15:00,139,20.0,F,4,-1,4,3,KMeans,4,1,151,151.0,1.0,0.0,1.0,0.0,2024-02-11 17:15:00,139,20.0,F,0,0.03737480334024901
CUST1220,1,113,113.0,1.0,1.0,0.0,0.0,2024-01-14 09:27:00,167,34.0,F,2,5,2,4,KMeans,2,1,113,113.0,1.0,1.0,0.0,0.0,2024-01-14 09:27:00,167,34.0,F,0,0.07706361415531016
CUST1221,1,235,235.0,0.0,0.0,0.0,1.0,2024-01-08 18:17:00,172,42.0,F,1,-1,1,1,KMeans,1,1,235,235.0,0.0,0.0,0.0,1.0,2024-01-08 18:17:00,172,42.0,F,0,0.025036673037086343
CUST1222,1,52,52.0,0.0,1.0,0.0,0.0,2024-01-22 20:39:00,158,23.0,F,2,0,2,0,KMeans,2,1,52,52.0,0.0,1.0,0.0,0.0,2024-01-22 20:39:00,158,23.0,F,0,0.1262113538667068
